Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
02/01/2017;0;885.845.833;12.854.167;29.7;23.579.167;17;53.708.333;28;5.1;1.170.833
03/01/2017;0;885.075;15.554.167;29.9;23.775;20.2;61.208.333;40;17.8;1.716.667
04/01/2017;10.4;8.867.375;167.125;26.9;21.566.667;18.7;74.541.667;54;11.5;2.116.667
05/01/2017;10.6;887.466.667;16.016.667;29.5;22.558.333;17.7;69.25;37;7.8;1.991.667
06/01/2017;0;887.15;16.029.167;30.6;24.508.333;19.1;61.833.333;34;11.8;2.454.167
07/01/2017;0;886.975;15.745.833;30.2;24.966.667;19.4;58;37;8.3;2.391.667
08/01/2017;0;885.895.833;12.425;30.3;25.404.167;19.9;46.291.667;24;8.3;27.125
09/01/2017;0;885.5;10.825;31.1;24.645.833;17.1;44.208.333;24;6;13.875
10/01/2017;0;884.791.667;15.570.833;31.3;24.283.333;19.3;60.583.333;29;8.5;20.375
11/01/2017;0;885.445.833;156.125;28.9;22.970.833;17.1;65.333.333;36;8.7;2.375
12/01/2017;0;885.720.833;17.591.667;27.4;215.625;19.3;78.583.333;53;13.2;1.629.167
13/01/2017;14.4;885.658.333;177.375;25.3;20.479.167;17.3;84.75;63;9.5;14.375
14/01/2017;16.6;884.933.333;16.845.833;27;21.129.167;17.7;77.958.333;48;13.6;2.308.333
15/01/2017;0;884.683.333;169.125;27.9;21.091.667;17.9;78.083.333;48;10.1;2.316.667
16/01/2017;4;885.016.667;17.845.833;26.3;20.920.833;18.8;82.875;58;11.5;1.908.333
17/01/2017;10.4;884.654.167;17.120.833;25.6;20.025;17.3;83.833.333;63;11.5;1.766.667
18/01/2017;3.8;885.179.167;17.595.833;26.5;20.666.667;18.7;83.291.667;53;10.5;1.779.167
19/01/2017;2.2;886.758.333;17.35;24.4;19.404.167;16.6;88.208.333;66;6.5;.816667
20/01/2017;2.2;887.295.833;16.954.167;28.7;22.433.333;17.9;73.666.667;44;9.2;1.925
21/01/2017;.4;887.283.333;16.166.667;27.9;22.475;19;69.666.667;42;7.5;2.629.167
22/01/2017;0;8.862.375;16.375;27.3;208.125;17.1;77.416.667;45;8.6;1.933.333
23/01/2017;1.4;886.670.833;168.875;25.8;20.55;16.3;80.458.333;51;8.1;1.875
24/01/2017;42.4;887.841.667;17.670.833;25.8;207.375;18.2;83.333.333;55;7.1;1.395.833
25/01/2017;.6;887.829.167;17.441.667;27.9;217.625;17.6;77.791.667;50;7.5;1.620.833
26/01/2017;12.2;887.495.833;17.729.167;27.1;21.325;18.1;80.958.333;55;8.8;1.3
27/01/2017;12.2;888.141.667;180.375;26.5;21.791.667;18.3;80.166.667;57;6.5;1.316.667
28/01/2017;0;888.275;15.720.833;29.2;239.125;19.4;63.458.333;34;10.2;2.85
29/01/2017;0;888.375;140.125;28.9;23.633.333;18.2;56.083.333;31;10;2.716.667
30/01/2017;0;887.820.833;14.625;29.3;23.475;18.5;58.708.333;37;9;2.758.333
31/01/2017;0;8.872.125;154.125;27.7;23.333.333;18.7;61.958.333;44;7.7;2.183.333
01/02/2017;0;886.1;16.2;27.9;21.829.167;18.6;71.25;49;8.3;2.295.833
02/02/2017;0;886.291.667;16.983.333;26.8;20.754.167;18.4;79.833.333;52;7.6;19.375
03/02/2017;8;886.7;171.125;27.9;217.625;18.2;76.5;47;7.9;2.066.667
04/02/2017;25.4;886.4;18.35;25;20.7;18.9;86.708.333;67;7.1;1.208.333
05/02/2017;3.8;886.070.833;17.741.667;25.6;20.833.333;18.7;83.166.667;58;8.4;16.625
06/02/2017;9.2;885.016.667;17.5;28.9;209.125;16.3;82.291.667;48;13.2;1.85
07/02/2017;47.6;884.304.167;17.433.333;29.1;220.375;18;76.916.667;41;7.9;1.929.167
08/02/2017;36.4;884.583.333;17.491.667;27.5;21.020.833;16.8;81.291.667;50;7.4;2.054.167
09/02/2017;7.8;884.508.333;17.995.833;28.3;21.7;18.4;81.208.333;51;9;17.375
10/02/2017;6.2;884.375;185.125;25.1;20.833.333;19.1;86.833.333;65;10.7;2.083.333
11/02/2017;8.2;884.370.833;18.35;24.1;20.066.667;19.2;90.125;73;7.8;2.329.167
12/02/2017;7.8;8.837.875;180.125;23.4;20.295.833;19;86.833.333;74;10.1;2.933.333
13/02/2017;1.2;884.266.667;17.008.333;24.6;20.158.333;18.4;82.416.667;65;10;3.066.667
14/02/2017;2.4;887.275;15.941.667;26.4;21.216.667;17.9;73.291.667;51;12.2;30.375
15/02/2017;0;890.004.167;13.808.333;27.6;22.058.333;17.8;60.291.667;41;9.8;3.391.667
16/02/2017;.6;889.858.333;16.1;25.1;21.041.667;17.7;73.875;56;8.5;2.754.167
17/02/2017;.2;888.104.167;16.145.833;27.8;21.808.333;17.3;71.875;45;6.8;1.658.333
18/02/2017;0;8.876.375;15.466.667;28.8;23.104.167;17.4;65.083.333;35;7;1.795.833
19/02/2017;0;8.879.875;15.8;28.8;227.625;17.3;66.5;42;8.3;2.345.833
20/02/2017;0;8.880.625;15.466.667;28.3;22.704.167;19.4;64.541.667;40;11.4;2.833.333
21/02/2017;1.8;887.6;15.879.167;26.6;21.883.333;17.8;69.25;52;8.1;3.333.333
22/02/2017;0;887.395.833;15.495.833;27.9;22.595.833;18.7;65.416.667;41;8.6;3.083.333
23/02/2017;0;887.329.167;15.533.333;29;22.8;18.4;64.666.667;40;10.3;26.875
24/02/2017;0;886.75;15.833.333;28.6;21.279.167;16.6;73.166.667;41;6.6;1.383.333
25/02/2017;2;8.861.125;16.529.167;27.8;20.408.333;17.7;79.541.667;46;14.8;1.729.167
26/02/2017;55.4;886.979.167;17.195.833;23.4;190.875;16.7;88.958.333;69;5.2;1.308.333
27/02/2017;18;886.141.667;17.141.667;25.4;20.483.333;17.8;82;58;7.3;1.458.333
28/02/2017;.6;8.851.375;17.120.833;26.2;20.641.667;17.8;81.625;52;9.3;2.15
01/03/2017;.8;885.570.833;16.333.333;25.4;20.570.833;17.4;77.75;53;8.4;2.129.167
02/03/2017;9;886.725;17.370.833;27;21.154.167;18;80.458.333;52;8.8;1.9
03/03/2017;7.2;887.55;17.316.667;29.1;21.979.167;17.6;77.375;43;14;1.941.667
04/03/2017;3.4;886.2;153.125;29.4;226.875;16.9;67.166.667;30;5.9;1.566.667
05/03/2017;.2;884.929.167;16.629.167;26.2;21.345.833;17;75.208.333;54;6.9;1.341.667
06/03/2017;0;885.166.667;15.708.333;30.2;23.3;17.4;66.083.333;29;5.7;1.541.667
07/03/2017;0;886.045.833;15.495.833;30.5;24.679.167;18.3;59.833.333;30;7.7;1.895.833
08/03/2017;0;886.220.833;13.783.333;30.3;240.625;16.6;55.541.667;30;7.5;1.945.833
09/03/2017;0;885.916.667;15.445.833;29.8;245.625;20;59.041.667;34;8.7;2.741.667
10/03/2017;0;886.408.333;15.604.167;29.9;23.708.333;19.7;61.75;39;8.8;2.241.667
11/03/2017;0;886.341.667;158.375;28.9;23.891.667;19.8;62.291.667;39;9.2;2.558.333
12/03/2017;0;886.395.833;14.154.167;29.5;23.904.167;20.3;55.916.667;28;8.5;2.575
13/03/2017;0;886.270.833;14.233.333;28.4;22.583.333;15.6;62;37;7.9;2.066.667
14/03/2017;0;8.862.875;15.575;28.8;20.783.333;16.8;74.083.333;42;12.7;1.95
15/03/2017;24;886.670.833;15.741.667;26.7;21.045.833;16.6;73.5;47;9.2;2.116.667
16/03/2017;0;8.866.875;16.345.833;28.2;213.375;17.4;74.666.667;44;10.7;1.733.333
17/03/2017;0;886.458.333;16.154.167;28.6;22.429.167;16.7;70.541.667;40;8;1.829.167
18/03/2017;1.4;886.933.333;16.908.333;27.8;21.541.667;18.1;76.083.333;48;8.4;1.866.667
19/03/2017;7.8;887.804.167;17.633.333;24.7;20.091.667;17.4;86.166.667;62;6.5;1.558.333
20/03/2017;1.4;887.879.167;17.525;25.8;20.304.167;17.7;85.041.667;55;7.9;11.375
21/03/2017;18.6;888.775;176.875;26.8;20.85;17.9;83;54;9.1;1.466.667
22/03/2017;0;888.991.667;17.679.167;27.7;21.783.333;17.3;78.916.667;55;12;2.154.167
23/03/2017;0;887.779.167;17.175;27.9;23.15;19.3;70.708.333;48;9.1;2.525
24/03/2017;9;8.866.125;16.383.333;28.6;228.875;18.7;68.166.667;41;7.6;1.895.833
25/03/2017;0;886.329.167;16.658.333;29;22.65;17.5;70.791.667;42;5.8;1.320.833
26/03/2017;0;885.883.333;16.879.167;29.5;22.579.167;17.8;72.833.333;40;7.1;16.125
27/03/2017;18;8.866.875;16.945.833;28.6;21.916.667;17.4;75.25;45;8.4;16.625
28/03/2017;7.8;886.504.167;177.125;28.1;21.383.333;17.9;81.208.333;51;8.1;1.320.833
29/03/2017;21;8.860.875;17.908.333;26.1;203.875;18;86.291.667;59;7.3;1.433.333
30/03/2017;41.4;885.875;17.845.833;23.9;199.625;17.9;88;65;6.6;1.575
31/03/2017;7;886.9;16.75;28;21.845.833;16.9;75.541.667;44;5.7;13.875
01/04/2017;18;887.245.833;16.720.833;26.5;21.995.833;18.7;73.875;48;7.8;2.004.167
02/04/2017;.6;886.408.333;16.829.167;24.1;210.875;18.6;77.041.667;62;8;2.804.167
03/04/2017;.2;886.220.833;16.616.667;25.9;21.720.833;17.9;73.666.667;53;8.4;2.479.167
04/04/2017;0;886.570.833;17.808.333;26.4;21.829.167;18.9;78.666.667;58;9.5;2.425
05/04/2017;4;887.620.833;17.5;28.1;22.391.667;19.4;75.166.667;45;9.2;2.633.333
06/04/2017;.2;888.070.833;17.325;28.4;22.45;18.2;74.416.667;50;6.6;1.641.667
07/04/2017;0;886.991.667;16.608.333;28.7;22.970.833;17.8;70.125;41;8.2;1.716.667
08/04/2017;0;887.175;15.129.167;28.1;22.904.167;16.4;63.291.667;41;9.2;2.304.167
09/04/2017;0;886.841.667;13.041.667;27.7;23.229.167;18.9;54.375;33;8.5;2.908.333
10/04/2017;0;886.991.667;13.704.167;27.8;22.383.333;15.8;59.958.333;35;8.6;2.183.333
11/04/2017;0;8.870.875;14;29;22.191.667;15.4;62.458.333;34;6.3;1.808.333
12/04/2017;0;887.016.667;13.991.667;29.5;22.770.833;16.6;60.75;31;6.5;1.445.833
13/04/2017;0;8.869.125;16.291.667;28.6;23.729.167;18.6;64.291.667;41;7.5;2.175
14/04/2017;0;8.880.375;16.745.833;27.8;23.195.833;19.4;68.125;45;7.9;3.091.667
15/04/2017;0;888.570.833;15.8;26.6;22.479.167;18.9;66.708.333;49;8.3;3.054.167
16/04/2017;0;887.779.167;15.183.333;27.3;22.841.667;18.4;63.166.667;44;8;2.5
17/04/2017;0;886.85;14.575;28.7;22.833.333;16.5;61.791.667;38;6.5;1.329.167
18/04/2017;0;886.708.333;15.05;28.4;23.145.833;18;62.458.333;40;7.4;1.416.667
19/04/2017;0;887.029.167;15.795.833;27.8;23.029.167;19.7;64.666.667;47;9.3;2.708.333
20/04/2017;0;886.654.167;15.166.667;27.4;22.829.167;18.5;62.916.667;45;8.3;2.9
21/04/2017;0;887.166.667;15.845.833;23.6;21.004.167;18.5;72.666.667;60;8.8;2.008.333
22/04/2017;.4;887.658.333;15.558.333;28;22.1;17.5;68.916.667;41;8.4;1.758.333
23/04/2017;0;888.204.167;16.195.833;27.2;21.508.333;17.2;73.333.333;47;5.9;18.625
24/04/2017;0;887.845.833;167.875;27.5;219.625;17.1;73.541.667;52;7.1;1.808.333
25/04/2017;0;886.616.667;17.345.833;27.1;22.566.667;18.7;73.166.667;55;7.7;22.625
26/04/2017;0;886.683.333;17.575;27.3;21.875;18.2;77.583.333;53;8.1;1.654.167
27/04/2017;2;887.604.167;17.241.667;27.5;22.008.333;18.7;76.25;45;7;1.808.333
28/04/2017;0;888.475;17.579.167;26.9;21.808.333;18.8;77.916.667;51;7;2.408.333
29/04/2017;0;888.879.167;17.225;27.9;22.729.167;19.3;72.625;47;8.7;2.866.667
30/04/2017;0;889.620.833;15.5;26.6;21.883.333;18;67.958.333;48;8.8;3.416.667
01/05/2017;0;890.283.333;148.625;23.5;200.625;17.4;72.416.667;58;9.4;3.575
02/05/2017;0;8.892.625;14.358.333;24.2;19.895.833;16.1;71.416.667;52;10.6;34.125
03/05/2017;0;889.783.333;14.608.333;24.4;196.125;16.5;73.583.333;55;8.9;3.120.833
04/05/2017;0;888.533.333;12.704.167;26.6;21;16.5;60;42;8.5;29.875
05/05/2017;0;8.881.875;13.6;26.4;21.070.833;16.1;63.791.667;40;7.2;2.420.833
06/05/2017;0;887.854.167;13.716.667;27.9;207.875;14.8;66.208.333;37;6.4;1.195.833
07/05/2017;1.6;886.975;14.541.667;27.4;21.333.333;16.6;66.375;41;6.3;2.008.333
08/05/2017;.4;8.861.625;15.545.833;26.6;21.341.667;18;71;47;7;1.379.167
09/05/2017;0;887.204.167;11.883.333;28;217.125;17.2;56.916.667;21;6.8;1.895.833
10/05/2017;0;8.880.375;7.183.333;27.5;20.783.333;13.1;43.458.333;24;6;1.7
11/05/2017;0;887.583.333;85.625;28;20.720.833;12.9;47.458.333;29;8.1;17.375
12/05/2017;0;888.308.333;114.875;26.8;21.541.667;17.6;53.375;40;9.6;2.870.833
13/05/2017;0;8.885.625;11.391.667;28.5;21.141.667;14.4;56.791.667;26;7.9;1.558.333
14/05/2017;0;8.880.375;12.345.833;28.5;21.129.167;14.7;60.166.667;32;6.6;1.575
15/05/2017;0;887.575;158.375;27;21.191.667;16.5;72.708.333;49;7.5;1.516.667
16/05/2017;1.2;887.4;176.375;26.8;21.766.667;18.7;78.208.333;53;6.3;1.066.667
17/05/2017;1;887.416.667;17.304.167;28.7;212.875;17.6;79.416.667;46;6.6;1.75
18/05/2017;35.4;886.770.833;172.875;25.7;20.933.333;18.2;80.541.667;61;8;1.583.333
19/05/2017;.2;885.283.333;17.358.333;26.6;21.191.667;17.4;79.875;54;9.2;2.220.833
20/05/2017;3.8;886.725;17.441.667;23.7;192.625;18.1;89.333.333;67;11.4;1.845.833
21/05/2017;19.8;8.880.375;17.116.667;24.8;198.125;16.6;85.208.333;64;6.9;1.895.833
22/05/2017;.6;888.308.333;17.329.167;27;21.975;17.9;76.375;51;6.8;1.779.167
23/05/2017;.2;889.191.667;16.65;27.8;22.170.833;17.3;72.708.333;44;6.7;17.875
24/05/2017;0;889.920.833;16.445.833;27;22;17.8;72.25;45;7.9;2.575
25/05/2017;0;890.391.667;15.058.333;25.9;21.166.667;17.3;69.166.667;48;7.8;2.670.833
26/05/2017;0;890.108.333;14.483.333;26.2;20.775;15.4;68.5;44;6.8;22.625
27/05/2017;0;890.2;13.808.333;25.2;20.204.167;15.1;67.916.667;46;7.6;2.270.833
28/05/2017;0;890.004.167;13.045.833;25.8;20.154.167;13.9;65.083.333;40;7.5;20.125
29/05/2017;0;8.902.125;13.375;26;206.375;14.8;64.291.667;43;6.7;2.325
30/05/2017;0;889.395.833;13.341.667;26.7;21.170.833;15.4;62.166.667;41;6;2.05
31/05/2017;0;888.454.167;13.166.667;27.2;20.820.833;14.4;63.583.333;40;8.1;1.979.167
01/06/2017;0;888.825;15.166.667;27.4;21.170.833;16.4;70.041.667;46;6.9;1.466.667
02/06/2017;0;8.896.125;16.220.833;26.9;214.375;16.9;73.833.333;49;5.1;1.458.333
03/06/2017;0;889.716.667;15.604.167;27.8;21.925;17.3;69.541.667;43;7.3;2.404.167
04/06/2017;0;890.025;14.55;27;223.625;17.3;61.958.333;47;9;2.908.333
05/06/2017;0;889.216.667;13.854.167;26.9;21.779.167;17.5;62.166.667;39;7.6;2.404.167
06/06/2017;0;888.916.667;12.983.333;27.3;215.625;14.6;59.708.333;37;7.2;21.625
07/06/2017;0;887.954.167;12.25;26.5;20.8;14.1;60.208.333;37;8.8;2.329.167
08/06/2017;0;887.808.333;12.075;27.6;20.795.833;14.4;59.916.667;33;8.4;1.995.833
09/06/2017;0;888.808.333;12.516.667;28.3;20.529.167;14;62.875;36;6.1;1.354.167
10/06/2017;0;888.858.333;12.841.667;25.2;196.125;13.5;66.166.667;45;7.5;1.841.667
11/06/2017;0;888.666.667;12.316.667;27;19.891.667;12.7;63.416.667;39;6.9;16.875
12/06/2017;0;889.254.167;13.3;27.1;21.158.333;14.9;62.916.667;38;7.1;1.566.667
13/06/2017;0;8.894.125;12.295.833;26.9;210.125;15.4;59.875;36;8;2.35
14/06/2017;0;890.758.333;118.875;26.7;20.941.667;14.3;57.958.333;34;8.1;2.520.833
15/06/2017;0;8.908.375;12.725;25.3;20.183.333;15.5;63.416.667;44;9.8;27.625
16/06/2017;0;890.625;10.770.833;25;19.520.833;14.6;58.958.333;33;8.2;2.758.333
17/06/2017;0;8.892.125;9.925;24.7;19;12;57.666.667;33;9.6;23.125
18/06/2017;0;888.791.667;9.354.167;25.3;18.933.333;12.6;55.375;31;7.9;1.820.833
19/06/2017;0;889.120.833;8.841.667;26.2;18.804.167;11.1;55.458.333;29;7.5;1.775
20/06/2017;0;889.758.333;7.954.167;26.3;198.375;12.6;49.375;21;7.1;17.125
21/06/2017;0;890.725;8.7;24.9;19.404.167;13.6;51.041.667;33;8.6;2.966.667
22/06/2017;0;890.275;9.120.833;22.9;17.65;13.6;58.625;37;10.5;38.875
23/06/2017;0;890.429.167;116.375;22.9;17.708.333;14.1;68.916.667;46;12;4.029.167
24/06/2017;0;891.445.833;104.125;23.2;17.729.167;13.8;64.041.667;41;10.9;3.320.833
25/06/2017;0;891.704.167;87.625;23.6;17.604.167;12.9;57.75;31;10.4;30.125
26/06/2017;0;890.420.833;10.654.167;22.4;172.625;12.6;66.625;46;11.7;4.066.667
27/06/2017;0;890.116.667;9.783.333;23.7;18.175;14.2;60.166.667;37;12.9;3.829.167
28/06/2017;0;891.416.667;9.195.833;23.7;18.470.833;14.7;55.875;35;10;3.579.167
29/06/2017;0;890.958.333;10.045.833;23.9;18.05;13.8;60.583.333;43;11.2;3.1
30/06/2017;0;891.554.167;8.920.833;25.1;18.458.333;11.8;55.458.333;28;7.3;2.108.333
01/07/2017;0;891.995.833;7.420.833;24.3;197.375;16.3;46.041.667;29;8.2;2.525
02/07/2017;0;892.341.667;4.866.667;23.2;180.625;11;43.375;28;9.1;2.691.667
03/07/2017;0;8.928.375;73.625;22.3;16.470.833;12.3;55.583.333;39;13.4;36.125
04/07/2017;0;893.295.833;7.620.833;19.9;15.270.833;10.6;61.333.333;44;11.5;44.625
05/07/2017;0;893.416.667;69.875;19.9;14.708.333;10.1;60.875;44;11.4;3.858.333
06/07/2017;0;892.495.833;8.291.667;21.3;155.125;10.9;63.291.667;44;9.5;3.35
07/07/2017;0;892.520.833;93.625;23.1;17.308.333;12.6;60.791.667;41;9.2;3.454.167
08/07/2017;0;892.570.833;9.429.167;23;171.875;12.2;62.166.667;39;11.6;3.8
09/07/2017;0;8.927.875;8.591.667;22.1;16.833.333;12.2;60.083.333;36;10.5;3.85
10/07/2017;0;892.25;9.841.667;22.5;16.945.833;12;63.958.333;47;9.8;3.483.333
11/07/2017;0;892.325;112.375;23.9;17.925;13.4;66.791.667;38;9.7;3.254.167
12/07/2017;0;892.320.833;9.404.167;24.7;18.916.667;13.9;56.041.667;32;8.9;2.929.167
13/07/2017;0;8.922.625;74.875;24.2;18.695.833;13.8;50.625;25;10.4;3.529.167
14/07/2017;0;892.033.333;7.129.167;23.2;17.883.333;13.5;52.208.333;26;10.9;3.641.667
15/07/2017;0;891.204.167;8.454.167;23.9;17.695.833;13.2;56.458.333;34;10.3;33.625
16/07/2017;0;8.913.375;6.645.833;23.7;17.866.667;12.6;49.208.333;31;8.6;28.125
17/07/2017;0;891.625;7.195.833;23.9;180.375;11.7;50.125;32;7;2.245.833
18/07/2017;0;890.970.833;7.245.833;24.1;17.395.833;10.6;53.5;32;8.5;1.8
19/07/2017;0;890.466.667;7.266.667;24.7;171.375;10;56.791.667;28;8.2;22.375
20/07/2017;0;890.983.333;6.108.333;25.9;19.925;13;42;26;7.9;2.091.667
21/07/2017;0;891.445.833;64.625;26.6;19.216.667;11.1;46.541.667;23;7.2;1.645.833
22/07/2017;0;891.241.667;5.970.833;26.5;19.804.167;13.4;43.5;24;7.9;2.1
23/07/2017;0;891.854.167;3.716.667;24.9;19.791.667;14.9;35.541.667;23;10.5;3.283.333
24/07/2017;0;893.491.667;5.491.667;22.9;17.595.833;12.7;46.875;27;11.1;34.625
25/07/2017;0;893.341.667;7.8;24;18.254.167;13.4;51.458.333;34;9;3.333.333
26/07/2017;0;892.279.167;54.375;22.6;17.245.833;12.6;48.458.333;22;12.7;40.375
27/07/2017;0;891.658.333;6.641.667;22.2;16.608.333;11.9;53.333.333;34;10.9;4.25
28/07/2017;0;891.825;76.875;23.6;17.416.667;12.2;53.666.667;37;13.9;4.441.667
29/07/2017;0;893.1;82.125;24.2;18.291.667;12.8;54.416.667;31;11.8;4.708.333
30/07/2017;0;893.604.167;8.491.667;21.5;16.554.167;12.5;61;38;11;4.104.167
31/07/2017;0;891.758.333;6.108.333;21.9;16.116.667;10.8;53.166.667;32;10.5;31.125
01/08/2017;0;890.025;5.320.833;24.4;17.958.333;12.9;45.833.333;25;9.5;2.575
02/08/2017;0;890.554.167;4.8;27;18.654.167;9.2;42.666.667;22;10;1.954.167
03/08/2017;0;890.191.667;4.45;28.6;19.504.167;11.4;41.166.667;17;6.5;1.508.333
04/08/2017;0;889.570.833;7.116.667;28;202.875;14;44.625;22;6.8;1.845.833
05/08/2017;0;889.516.667;71.875;27.8;20.145.833;12.4;46.166.667;24;6.5;18.875
06/08/2017;0;889.133.333;7.616.667;27.2;20.204.167;12.8;45.833.333;27;8.5;2.025
07/08/2017;0;889.166.667;104.375;26.9;21.1;14.6;51.916.667;34;8.2;2.766.667
08/08/2017;0;889.208.333;9.783.333;28.5;21.4;14.1;49.125;28;6;1.683.333
09/08/2017;0;889.241.667;79.875;29.7;22.395.833;14.3;43.083.333;21;6.6;1.420.833
10/08/2017;0;888.458.333;6.004.167;29.6;22.595.833;14.2;37.125;20;10;1.825
11/08/2017;0;888.025;44.375;29.6;22.875;14;32.5;17;11.2;2.404.167
12/08/2017;0;888.825;5.041.667;28.5;22.808.333;14.2;32.625;19;7.9;2.95
13/08/2017;0;889;5.579.167;29.5;22.404.167;14.9;35.708.333;19;8.9;2.333.333
14/08/2017;0;888.2;4.904.167;30.1;221.625;13.3;36.125;16;6.5;17.375
15/08/2017;0;887.416.667;4.625;29.8;23.066.667;14.8;32;17;8.8;2.720.833
16/08/2017;0;887.670.833;64.625;28.8;22.445.833;14.6;37.083.333;20;8.7;3.045.833
17/08/2017;0;887.220.833;5.629.167;29.7;22.345.833;13.2;36.25;20;7.1;1.858.333
18/08/2017;0;887.041.667;4.095.833;30.1;22.816.667;14.8;31.125;18;7.1;1.775
19/08/2017;0;886.408.333;4.341.667;30.3;24.008.333;16.8;28.833.333;18;9.7;2.6
20/08/2017;0;887.441.667;4.025;31.6;24.479.167;18.7;27.75;15;7.2;2.183.333
21/08/2017;0;889.558.333;9.895.833;29.9;23.375;16.4;46.083.333;22;11.1;2.920.833
22/08/2017;0;890.445.833;10.720.833;27.3;22.104.167;17.7;49.791.667;32;11.9;41.125
23/08/2017;0;890.408.333;10.566.667;26;20.229.167;14.6;55.958.333;33;12;5
24/08/2017;0;889.920.833;10.541.667;26.1;19.929.167;14.2;56.833.333;34;10;4.066.667
25/08/2017;0;8.897.125;10.05;26.7;203.375;14.6;53.625;31;9.9;3.266.667
26/08/2017;0;889.458.333;8.179.167;27.9;21.033.333;12.8;46.208.333;23;7.1;2.475
27/08/2017;0;888.179.167;5.179.167;29.6;22.529.167;13.8;34.541.667;18;14;24.875
28/08/2017;0;8.879.375;34.625;30.1;22.366.667;12.6;32.291.667;13;7.7;1.983.333
29/08/2017;0;888.345.833;2.354.167;30.5;22.729.167;14.3;28.25;14;7.5;2.275
30/08/2017;0;888.975;1.333.333;30.8;233.375;14.2;25.708.333;11;8.2;2.104.167
31/08/2017;0;8.890.375;2.15;30.8;23.45;14.6;27.041.667;13;8.2;1.970.833
01/09/2017;0;890.95;3.158.333;29.2;235.875;19.2;26.666.667;18;12.2;3.454.167
02/09/2017;0;892.616.667;7.833.333;27.1;212.375;16;43.583.333;25;11.4;3.979.167
03/09/2017;0;892.016.667;8.354.167;26.4;20.308.333;14.9;48.541.667;26;11.4;4.241.667
04/09/2017;0;891.3;5.116.667;25.7;19.45;13.7;41.083.333;23;11.1;3.879.167
05/09/2017;0;8.909.875;2.879.167;26.7;20.295.833;14.9;32.916.667;17;9.5;2.895.833
06/09/2017;0;889.858.333;4.816.667;28.4;219.625;16.1;33.75;22;9.9;2.695.833
07/09/2017;0;889.283.333;5.470.833;29.6;23.058.333;16.8;32.708.333;22;9.8;2.745.833
08/09/2017;0;887.683.333;5.145.833;29.9;233.625;16;32.041.667;20;8;28.875
09/09/2017;0;888.008.333;3.483.333;29;22.470.833;16.5;29.625;18;9.9;3.470.833
10/09/2017;0;8.881.375;5.766.667;29;22.883.333;17.9;34.125;20;10.3;3.279.167
11/09/2017;0;889.529.167;7.970.833;29.7;234.625;17.6;38.666.667;23;9.5;2.954.167
12/09/2017;0;889.875;6.45;28.9;22.704.167;17.4;36.958.333;18;10.7;4.308.333
13/09/2017;0;890.529.167;6.133.333;28.1;21.983.333;16.9;36.5;26;10.5;3.608.333
14/09/2017;0;890.729.167;80.875;28.2;22.354.167;17.6;41.041.667;25;10.2;3.75
15/09/2017;0;891.041.667;7.208.333;28.4;22.595.833;17.4;38.25;22;9.2;3.216.667
16/09/2017;0;890.241.667;5.095.833;28.5;22.033.333;17;35.083.333;17;13.4;3.845.833
17/09/2017;0;889.85;6.116.667;27.7;21.679.167;16.2;37.333.333;25;9.9;3.666.667
18/09/2017;0;8.902.125;6.2;28.6;22.483.333;17.3;36.041.667;21;10.5;2.925
19/09/2017;0;890.058.333;6.983.333;29;22.75;16.8;37.583.333;23;10.2;3.045.833
20/09/2017;0;8.898.125;70.125;29.2;23.158.333;17;37.25;21;11;31.625
21/09/2017;0;890.079.167;7.904.167;27.1;21.741.667;17;41.708.333;28;10.6;3.858.333
22/09/2017;0;889.841.667;96.875;22.9;19.875;18.2;52.083.333;43;9.7;3.025
23/09/2017;0;889.041.667;7.770.833;28.8;22.441.667;17;40.416.667;23;7.3;2.795.833
24/09/2017;0;8.879.875;7.470.833;29.3;22.8;17.5;38.291.667;25;8.2;3.320.833
25/09/2017;0;8.881.375;7.070.833;29.2;22.958.333;17.4;37.208.333;23;9.1;3.541.667
26/09/2017;0;887.158.333;6.895.833;29.3;226.375;16.7;37.291.667;23;9.9;3.129.167
27/09/2017;0;8.880.875;9.65;24.4;19.425;19.7;56.166.667;33;7.9;2.820.833
28/09/2017;10;888.708.333;13.908.333;23.8;19.058.333;15.1;73.75;49;6.9;1.595.833
29/09/2017;0;886.766.667;11.779.167;30.7;231.125;16.8;53.166.667;26;8.5;1.841.667
30/09/2017;0;885.445.833;13.683.333;26.3;20.545.833;16.8;67.041.667;36;12.2;3.15
01/10/2017;0;8.834.125;13.15;30;22.195.833;14.9;59.041.667;33;10;1.816.667
02/10/2017;0;883.416.667;155.125;27.3;220.125;18.4;67.583.333;47;8.3;23.875
